TranscriptionId	Channel	StartTime	SegmentDuration	Transcription	RecordingId
360115	1	0:01:18.119	00:00:12.027	[n_s/] [filler/] Binabati ko po kayo [eng_start/] sir [eng_end/] sa bago niyong ari-arian at makakatulong po ako dito [filler/] mayroon pong mga partikular na -wasyon ng hindi po sasakupin ng [eng_start/] insurance [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc
363837	2	0:01:03.332	00:00:17.539	[n_s/] Oo [filler/] kasi lumipat na ako at baka iba't-iba iba na ang makita mo diyan sa inyong [filler/] [eng_start/] system [eng_end/] Pero ang bago kong [eng_start/] address [eng_end/] ay [eng_start/] one two three [eng_end/] "Revisas [eng_start/] Street [eng_end/] Malate Manila"	d85fbb76-4182-4254-9acd-06bd1cb08d6a
363833	2	0:00:34.480	00:00:3.218	Oo ang pangalan ko ay "John Cruz"	d85fbb76-4182-4254-9acd-06bd1cb08d6a
379061	1	0:00:25.024	00:00:6.895	Maraming salamat po binibining "Kelly" [filler/] Maaari ko po bang kunin ang [eng_start/] member I. D. number [eng_end/]	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
352548	2	0:01:47.187	00:00:11.368	[n_s/] [filler/] Opo alam ko naman po na magiging kumplikado ang aking [eng_start/] claim [eng_end/]	a74d7c64-f798-4bf0-890e-bca158c9a830
311631	1	0:03:21.279	00:00:10.460	[filler/] Ganun po ba maraming salamat naman po [filler/] gusto ko lamang po kayong tanungin kung gusto niyo po bang sumagot sa isang [eng_start/] survey [eng_end/] [n_s/]	f6923290-fc2f-417c-899a-db303f0b2402
363830	1	0:00:04.421	00:00:8.274	[n_s/] Magandang araw Ako nga po pala si [eng_start/] "Sir [eng_end/] Marvin" Maraming salamat po sa pagtawag sa [eng_start/] "A. B. C. " [eng_end/] [filler/] [eng_start/] "A. B. C. Company" [eng_end/] Ano pong maitutulong ko sa inyo	d85fbb76-4182-4254-9acd-06bd1cb08d6a
352562	1	0:03:25.866	00:00:28.820	Maraming salamat po [eng_start/] ma'am Ma'am [eng_end/] [filler/] ipaliwanag ko lang po kung paano naganap ang maikling [eng_start/] survey [eng_end/] Ito po ay matatapos [eng_start/] ma'am [eng_end/] pagkatapos kong ibaba ang telepono at meron pong ilang mga katanungan na kailangan niyo pong sagutan at huwag po kayong mag-alala [eng_start/] ma'am [eng_end/] dahil mabilis lang po ito hindi po kayo maabala at sana po ay [filler/] makibahagi kayo sa [eng_start/] survey [eng_end/] na ito dahil napakahalaga po nito [n_s/]	a74d7c64-f798-4bf0-890e-bca158c9a830
311633	1	0:03:45.811	00:00:9.206	[filler/] Kung tatantsahin po ito po ay hindi aabot ng isang oras na [eng_start/] survey [eng_end/] Ito po ay aabot lamang ng dalawampung minuto	f6923290-fc2f-417c-899a-db303f0b2402
303962	2	0:03:51.173	00:00:6.779	[n_s/] [filler/] sige po [eng_start/] ma'am [eng_end/] [filler/] meron pa po [uni/] ibang kailangan ba	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
303951	1	0:02:19.679	00:00:6.500	[filler/] [filler/] Sige po yung pangalawang opsyon po na aking nabanggit ay ang pagbabawas po ng halaga ng [eng_start/] coverage [eng_end/]	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
360128	1	0:03:02.786	00:00:21.093	Wala pong anuman [eng_start/] sir [eng_end/] kinaga- ikinagagalak ko pong matulungan kayo at masagot lahat ng katanungan niyo maraming salamat din po sa pagtawag at pwede po ba kayong [filler/] sumali o makibahagi sa na sagutan po ang maikling [eng_start/] survey [eng_end/] na susunod po sa tawag na ito [eng_start/] sir [eng_end/] pagkatapos po nating ibaba ang telepono	11978114-5357-4f58-b3fe-31ef1d8f64bc
379072	2	0:01:39.023	00:00:6.554	Oo naman ang [eng_start/] address [eng_end/] ni "Emily" ay [eng_start/] one ninety-four [eng_end/] "San Marcelino [eng_start/] Street Metro [eng_end/] Manila"	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
360116	2	0:01:30.090	00:00:4.414	[filler/] [eng_start/] Ma'am [eng_end/] pwede ba akong humingi ng halimbawa sa naturang sitwasyon	11978114-5357-4f58-b3fe-31ef1d8f64bc
363843	2	0:01:58.681	00:00:7.003	[n_s/] [filler/] [filler/] Pinsan [n_s/]	d85fbb76-4182-4254-9acd-06bd1cb08d6a
352539	1	0:00:25.905	00:00:16.217	Maraming salamat po ginang La- [filler/] "Nadine" [filler/] ano po bang [filler/] Maaari ko po bang hingin ang inyong [eng_start/] policy number [eng_end/]	a74d7c64-f798-4bf0-890e-bca158c9a830
379058	2	0:00:08.414	00:00:6.528	Magandang araw "Grace" [filler/] gusto ko lang sanang palitan ang [eng_start/] beneficiary [eng_end/] sa aking [eng_start/] policy [eng_end/]	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
379066	2	0:00:55.120	00:00:5.308	Ang aking bagong [eng_start/] address [eng_end/] ay [eng_start/] one two three [eng_end/] "Elcano [eng_start/] Street [eng_end/] Binondo Manila"	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
303963	1	0:04:01.851	00:00:4.449	[filler/] wala na po [eng_start/] ma'am [eng_end/] ang hilingin ko lang po na [uni/]	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
379071	1	0:01:25.713	00:00:13.409	[filler/] K. [filler/] ano po ang relasyon niyo kay [eng_start/] miss [eng_end/] "Emily Blanch" [eng_start/] ma'am [eng_end/] [filler/] K. maraming salamat po at maaari ko po bang hingin ang [eng_start/] address [eng_end/] sa koreo ng inyong [eng_start/] beneficiary [eng_end/]	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
352549	1	0:01:54.300	00:00:10.934	[filler/] [eng_start/] Ma'am [eng_end/] dapat po kasing nakatanggap na po kayo ng [eng_start/] update [eng_end/] kaugnay ng iniusad nito ngayon [n_s/]	a74d7c64-f798-4bf0-890e-bca158c9a830
360120	2	0:02:04.008	00:00:8.444	[filler/] [eng_start/] Ma'am [eng_end/] tanong ko lang din po kung maari bang [n_s/] ipaba- ipadala ang impormasyon na ito sa pamamagitan po ng [eng_start/] email [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc
363842	1	0:01:53.347	00:00:4.940	Maraming salamat po pwede ko po bang [filler/] maitanong [filler/] Ano po ba yung [filler/] relasyon nyo sa taong ito	d85fbb76-4182-4254-9acd-06bd1cb08d6a
311622	1	0:01:52.711	00:00:5.375	At hingin ko na rin po kung ano po ang relasyon sa taong ito [n_s/]	f6923290-fc2f-417c-899a-db303f0b2402
360108	2	0:00:32.846	00:00:4.918	[filler/] [eng_start/] Ma'am [eng_end/] tanong ko lang po kung saan makikita ang aking [eng_start/] policy number [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc
363834	1	0:00:40.124	00:00:6.811	Maraming salamat po [eng_start/] sir [eng_end/] [filler/] "John" at [filler/] hingin ko na rin po sana ang inyong [filler/] [eng_start/] member [filler/] number [eng_end/] ng [eng_start/] member [eng_end/] I. D.	d85fbb76-4182-4254-9acd-06bd1cb08d6a
360113	1	0:01:05.336	00:00:5.884	[filler/] [eng_start/] Sir [eng_end/] ano po ba ang gusto niyo [filler/] ano po bang gusto niyong mai-cover ng insu-	11978114-5357-4f58-b3fe-31ef1d8f64bc
363831	2	0:00:14.284	00:00:7.958	[filler/] [eng_start/] Hi [eng_end/] "Marvin" magandang umaga naman sayo at napatawag ako kasi gusto ko sanang palitan ang [eng_start/] beneficiary [eng_end/] ko sa [eng_start/] policy [eng_end/]	d85fbb76-4182-4254-9acd-06bd1cb08d6a
379082	1	0:03:12.931	00:00:14.969	Naku wala pong anuman [eng_start/] ma'am [eng_end/] kinagagalak ko pong matulungan kayo at sagutin lahat po nang katanungan niyo at maraming salamat din po sa pagtawag sa [eng_start/] "Insurance [eng_end/] ng Bayan" at magandang araw at paalam	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
360123	2	0:02:33.232	00:00:5.318	[filler/] Bali naitayo ko sya [eng_start/] ma'am [eng_end/] noong [eng_start/] "January" ten two thousand eighteen [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc
303937	1	0:00:00.000	00:00:6.056	magandang araw salamat sa pag tawag sa " [eng_start/] Insure [eng_end/] Ka Na Ba" ako pa si "Jeda" ano pong maitutulong ko	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
363839	2	0:01:23.978	00:00:12.820	[n_s/] Oo tama yun [eng_start/] sir [eng_end/] [n_s/]	d85fbb76-4182-4254-9acd-06bd1cb08d6a
303959	1	0:03:30.584	00:00:11.492	Naku sige po wala pong problema [filler/] ang bagong kabuuang halaga po ng bayarin po ninyo buwan-buwan ay tatlong libong piso [filler/] pwede niyo po [filler/] tanungin ko lang po kung gusto niyo pong magpatuloy	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
311624	2	0:02:09.658	00:00:4.817	[filler/] Pareho lng din nung sa akin [eng_start/] two zero eight [eng_end/] "Rizal [eng_start/] Avenue Extension [eng_end/] Caloocan"	f6923290-fc2f-417c-899a-db303f0b2402
311625	1	0:02:18.529	00:00:5.488	[eng_start/] Okay [eng_end/] po [filler/] Kumpirmahan ko po na naidagdag na po ang [eng_start/] beneficiary [eng_end/] sa inyo pong [eng_start/] policy [eng_end/]	f6923290-fc2f-417c-899a-db303f0b2402
363855	2	0:04:09.064	00:00:4.252	[filler/] Ganun ba sige [filler/] walang problema [filler/] maraming salamat ulit sa tulong mo [filler/]	d85fbb76-4182-4254-9acd-06bd1cb08d6a
303948	2	0:01:42.732	00:00:15.721	[n_s/] [filler/] [eng_start/] Ma'am [eng_end/] ano po yung detalye tungkol sa taunang pagbabayad [n_s/]	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
363856	1	0:04:15.484	00:00:7.095	[filler/] Walang anuman [eng_start/] sir [eng_end/] Ikinalulugod ko po na matulungan kayo At [filler/] maraming salamat po sa pagtawag sa "I. B. C. [eng_start/] Company " [eng_end/] at paalam po	d85fbb76-4182-4254-9acd-06bd1cb08d6a
352557	2	0:02:46.550	00:00:6.797	[filler/] Ganoon po ba maraming salamat po sa pagsisikap ninyo [n_s/] sa pagtulong sa akin [filler/]	a74d7c64-f798-4bf0-890e-bca158c9a830
360114	2	0:01:11.192	00:00:7.099	[filler/] Gusto ko po sana [eng_start/] ma'am [eng_end/] ng [eng_start/] glove dwelling liability [eng_end/] at [eng_start/] loss of rent coverage [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc
379076	2	0:02:18.432	00:00:7.952	Nauunawaan ko [eng_start/] so [eng_end/] ulitin ko lang na maireview ko ang lahat ng [eng_start/] available [eng_end/] niyong [eng_start/] policy [eng_end/] sa inyong [eng_start/] website [eng_end/] tama ba	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
379080	2	0:02:45.716	00:00:2.877	Pwede naman gaano ba katagal ang [eng_start/] survey [eng_end/]	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
363846	1	0:02:23.518	00:00:8.271	[filler/] sige po Naiintindihan ko po [eng_start/] sir [filler/] sir [eng_end/] gusto ko pong [filler/] kumpirmahin na [filler/] naidagdag ko na po [filler/] ang [eng_start/] beneficiary [eng_end/] sa inyong bagong [eng_start/] policy [eng_end/]	d85fbb76-4182-4254-9acd-06bd1cb08d6a
363838	1	0:01:23.824	00:00:9.990	[filler/] ganun po ba [n_s/] sige po [filler/] naiintindihan ko po [n_s/] [filler/] [eng_start/] sir [eng_end/] pwede pa po ba akong [filler/] humingi ng kumpirmasyon [filler/] gusto niyo pong palitan yung [filler/] [eng_start/] beneficiary [eng_end/] sa inyong [eng_start/] policy [eng_end/] tama po ba	d85fbb76-4182-4254-9acd-06bd1cb08d6a
379077	1	0:02:26.184	00:00:5.173	tama po at matanong ko [eng_start/] ma'am [eng_end/] meron pa po ba akong [filler/] maitutulong sa inyo	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
379081	2	0:03:09.371	00:00:3.647	Oo naman walang problema maraming salamat sa tulong mo "Grace"	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
360121	1	0:02:12.253	00:00:14.452	Ay opo pwede po [eng_start/] sir [eng_end/] at tama po ba itong [eng_start/] email [eng_end/] na nasa [eng_start/] system sir [eng_end/] ito po ay [filler/] [eng_start/] cookies one four three at "Gmail" dot com [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc
360105	1	0:00:14.334	00:00:11.748	[filler/] Posible po ito [eng_start/] sir [eng_end/] maaari ko po bang hingin ang inyong buong pangalan maraming salamat ginohong ginoong "Rohel" at ano po ang petsa ng inyong kapanganakan	11978114-5357-4f58-b3fe-31ef1d8f64bc
379069	1	0:01:14.504	00:00:6.536	[filler/] Maraming salamat po hingin ko lang po ang buong pangalan ng gusto niyong maging bagong [eng_start/] beneficiary ma'am [eng_end/]	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
352563	2	0:03:46.715	00:00:18.490	[n_s/] [filler/] [eng_start/] Okay [eng_end/] po sige po wala pang problema sasagot po ako ng [eng_start/] survey [eng_end/] at hintayin ko na lang po [n_s/]	a74d7c64-f798-4bf0-890e-bca158c9a830
360124	1	0:02:38.390	00:00:4.509	[filler/] [eng_start/] sir [eng_end/] magdaragdag po ba kayo ng awtorisadong tao sa [eng_start/] policy [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc
363835	2	0:00:49.228	00:00:7.114	Oo ang [eng_start/] member I. D. [eng_end/] ay [eng_start/] A. B. C. dash one two three [eng_end/] [n_s/]	d85fbb76-4182-4254-9acd-06bd1cb08d6a
379065	1	0:00:51.206	00:00:4.080	[filler/] Naiintindihan ko [eng_start/] ma'am [eng_end/] ano po ba ang bagong [eng_start/] address [eng_end/] niyo	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
352543	1	0:00:57.806	00:00:17.571	[n_s/] Ayan nabuksan ko na po ang inyong [eng_start/] account [eng_end/] at ang deskripsyon po ay ng inyong kahilingan [eng_start/] ma'am [eng_end/] para sa [eng_start/] home insurance claim [eng_end/] ay [filler/] mapalitan ang bubong tuwing may bagyo	a74d7c64-f798-4bf0-890e-bca158c9a830
360118	2	0:01:49.060	00:00:5.885	[filler/] Sige [eng_start/] ma'am [eng_end/] inaasahan ko na po yan Tanong ko lang din po kung meron po bang [eng_start/] excess policy [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc
303944	2	0:00:55.881	00:00:11.743	[filler/] [filler/] Sige po [eng_start/] ma'am [eng_end/] [filler/] maraming salamat po at [eng_start/] ma'am [eng_end/] sinusubukan ko kasing bawasan ang gastos ko sa buwan buwan kasi medyo nagigipit po sa [eng_start/] budget [eng_end/] [n_s/]	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
379068	2	0:01:09.490	00:00:5.070	Oo tama iyon Gusto kong palitan ang aking [eng_start/] beneficiary [eng_end/] sa aking [eng_start/] insurance policy [eng_end/]	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
303952	2	0:02:23.995	00:00:14.854	[n_s/] [filler/] [filler/] Naku yung nag-aatubli ako na nabawasan ang aking [eng_start/] coverage ma'am [eng_end/] [n_s/]	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
352556	1	0:02:41.237	00:00:5.135	[eng_start/] Ma'am [eng_end/] ipapadala ko po ang [eng_start/] email [eng_end/] pagkatapos nya- nating mag-usap	a74d7c64-f798-4bf0-890e-bca158c9a830
379057	1	0:00:00.000	00:00:8.401	Magandang araw maraming salamat sa pagtawag sa "Insurance ng Bayan" ako po si "Grace" at ano po ang maitutulong ko	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
301896	1	0:01:05.817	00:00:6.750	[n_s/] [filler/] Sige ho gusto ko lang din pong tanungin kung ilan po ba ang [eng_start/] driver [eng_end/] na gusto nyong idagdag sa [eng_start/] policy [eng_end/]	0853715e-c92a-4ece-b73a-6c46249048b9
311626	2	0:02:27.099	00:00:5.127	[n_s/] [filler/] Sige salamat tanong ko lang san ba pwedeng i-review yung [eng_start/] policy online [eng_end/]	f6923290-fc2f-417c-899a-db303f0b2402
301895	1	0:00:48.082	00:00:13.499	Maraming salamat ho ngayon ho gusto ko lang pong kumpirmahin sa inyo kung tama po ang [eng_start/] address [eng_end/] ng nakikita ko dito sa aming [eng_start/] file [eng_end/] eto po ay [eng_start/] number two three three [eng_end/] [filler/] "Dasmarinas Cavite" tama po ba	0853715e-c92a-4ece-b73a-6c46249048b9
352545	1	0:01:20.522	00:00:9.084	[filler/] Maitanong ko lang [eng_start/] ma'am [eng_end/] kung kailan niyo po ba na- na i-file itong [eng_start/] claim [eng_end/] na ito [n_s/]	a74d7c64-f798-4bf0-890e-bca158c9a830
301910	1	0:03:14.232	00:00:4.968	[n_s/] [filler/] Meron naman pong maliit na diskwento para po sa [eng_start/] paperless billing [eng_end/]	0853715e-c92a-4ece-b73a-6c46249048b9
301902	1	0:02:01.294	00:00:4.480	[n_s/] [filler/] Sige ho wala pong problema maaari ko po bang mahingi ang inyong [eng_start/] email address [eng_end/]	0853715e-c92a-4ece-b73a-6c46249048b9
352537	1	0:00:14.548	00:00:11.357	[n_s/] [filler/] Makakatulong po ako sa bagay na ito [eng_start/] ma'am [eng_end/] [filler/] ano po ang inyong buong pangalan	a74d7c64-f798-4bf0-890e-bca158c9a830
311614	1	0:00:36.029	00:00:5.871	[filler/] Maraming salamat po at hingin ko na rin po ang inyo pong [eng_start/] member I. D. number [eng_end/] [n_s/]	f6923290-fc2f-417c-899a-db303f0b2402
303953	1	0:02:34.737	00:00:9.008	[filler/] ganun po ba nako [eng_start/] ma'am [eng_end/] ipaliwanag ko lang po na ayos lang na alisin ang ilan sa mga [eng_start/] supplemental coverage [eng_end/] kasi hindi naman po ito maapektuhan	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
360109	1	0:00:37.846	00:00:4.226	[n_s/] [filler/] Pwede niyo pong tingnan ang orihinal na kontrata [eng_start/] sir [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc
311627	1	0:02:35.127	00:00:21.950	[filler/] [n_s/] Pwede niyo pong mai-review ang inyo pong [eng_start/] policy [eng_end/] sa isang [eng_start/] website [eng_end/] Kayo po ay magla-log in dito at pag po ito ay nakapag-log in na [filler/] makikita niyo po dito na may nakalagay po doon kung saan na pwede niyo pong makita o i-review ang inyo pong [n_s/] [eng_start/] policy [eng_end/]	f6923290-fc2f-417c-899a-db303f0b2402
352544	2	0:01:05.735	00:00:15.214	[n_s/] [filler/] Opo yun nga po ang aking [eng_start/] claim [eng_end/] [n_s/]	a74d7c64-f798-4bf0-890e-bca158c9a830
311634	2	0:03:57.163	00:00:10.056	[filler/] Sige sige [filler/] Subukan kong sagutin yung [eng_start/] survey [eng_end/] [filler/] Maraming salamat ulit sa iyong tulong [filler/] Napakalaking tulong para sa akin	f6923290-fc2f-417c-899a-db303f0b2402
311615	2	0:00:42.748	00:00:2.615	[filler/] [eng_start/] One two three four five six [eng_end/]	f6923290-fc2f-417c-899a-db303f0b2402
363848	1	0:02:45.267	00:00:27.595	[filler/] Sige po [eng_start/] sir [eng_end/] wala pong problema [filler/] makikina - Makikita niyo po at [filler/] pwede niyo pong review-hin ang [eng_start/] policy [eng_end/] namin sa aming [eng_start/] website [eng_end/] [filler/] Bago po kayo [filler/] makapasok sa aming [eng_start/] website [eng_end/] [filler/] magsasagot lang po kayo sa [filler/] sa katanungan dun May nakalagay po dun na [filler/] [eng_start/] username [eng_end/] at [eng_start/] password [eng_end/] [filler/] Bale [eng_start/] sir [eng_end/] ila-log in niyo lang po yung [filler/] yung mga dapat i-log in bago po kayo makapagpatuloy at pagkatapos niyo po dun [filler/] makikita niyo na po at [filler/] mare-review niyo na po ang inyong bagong [eng_start/] policy [eng_end/]	d85fbb76-4182-4254-9acd-06bd1cb08d6a
311635	1	0:04:12.205	00:00:5.696	[filler/] Mabuti naman po kung ganun Maraming salamat po ulit sa pagtawag at paalam [n_s/]	f6923290-fc2f-417c-899a-db303f0b2402
360119	1	0:01:54.768	00:00:9.285	Opo [eng_start/] sir [eng_end/] meron po at ipapaalam ko lang po sa inyo ang [eng_start/] excess [eng_end/] at nag-aalok din po kami ng mga [eng_start/] preview premium add-on [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc
311617	2	0:01:05.982	00:00:4.070	[filler/] Kasi ano pala lumipat na ako may bago na akong [eng_start/] address [eng_end/]	f6923290-fc2f-417c-899a-db303f0b2402
301898	1	0:01:19.152	00:00:6.322	[filler/] Ganun ho ba sige ho [filler/] pwede ko po bang malaman yung mga edad ng mga [eng_start/] driver [eng_end/] na idadagdag ninyo	0853715e-c92a-4ece-b73a-6c46249048b9
303949	1	0:01:57.040	00:00:10.002	[filler/] Para naman po sa taunang pagbabayad ay [filler/] pwede kayong makakuha ng sampung [filler/] porseynto ng diskwento at isang malaking halaga po ito na matitipid po ninyo	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
360127	2	0:02:59.406	00:00:3.618	[filler/] Sige po [eng_start/] ma'am [eng_end/] maraming salamat po sa impormasyong binigay niyo	11978114-5357-4f58-b3fe-31ef1d8f64bc
301912	1	0:03:31.766	00:00:16.489	[filler/] Sige ho maraming salamat ho at ipoproseso ko po ito para sa inyo gusto ko lang din po ipaalam sa inyo na ang susunod po na [eng_start/] bill [eng_end/] para sa sa susunod na buwan ay ipadadala po sa paraang elektroniko	0853715e-c92a-4ece-b73a-6c46249048b9
363840	1	0:01:39.226	00:00:4.731	[filler/] sige po [filler/] [eng_start/] sir [eng_end/] hingin ko lang din po sana yung buong pangalan ng gusto niyong maging bagong [eng_start/] beneficiary [eng_end/]	d85fbb76-4182-4254-9acd-06bd1cb08d6a
301897	2	0:01:13.694	00:00:2.920	[filler/] [n_s/] Magdaragdag kasi ako ng limang [eng_start/] driver [eng_end/]	0853715e-c92a-4ece-b73a-6c46249048b9
363853	2	0:03:48.142	00:00:5.277	[n_s/] Oo sige wala namang problema wala naman akong gagawin [filler/] matanong ko lang gaano ba katagal ang [eng_start/] survey [eng_end/]	d85fbb76-4182-4254-9acd-06bd1cb08d6a
301894	2	0:00:41.721	00:00:4.280	[n_s/] [filler/] [eng_start/] Twenty-nine eighty-nine sixty-five [eng_end/]	0853715e-c92a-4ece-b73a-6c46249048b9
301893	1	0:00:32.644	00:00:7.458	Maraming salamat ho pwede niyo rin po bang [n_s/] [filler/] ibigay po sa akin yung numero po [n_s/] [eng_start/] policy [eng_end/]	0853715e-c92a-4ece-b73a-6c46249048b9
363851	2	0:03:23.974	00:00:9.584	[n_s/] [filler/] Sa ngayon [eng_start/] sir [eng_end/] [filler/] wala naman na [filler/] [eng_start/] Okay [eng_end/] na ako [filler/] Nakuha ko na lahat ng tulong na kailangan ko [n_s/]	d85fbb76-4182-4254-9acd-06bd1cb08d6a
301913	2	0:03:51.206	00:00:3.480	Matanong ko lang kung tama po kaya yung [eng_start/] email [eng_end/] na naka-record	0853715e-c92a-4ece-b73a-6c46249048b9
301892	2	0:00:28.611	00:00:2.086	[filler/] [filler/] Meron sa ano	0853715e-c92a-4ece-b73a-6c46249048b9
303938	2	0:00:05.821	00:00:10.805	[filler/] magandang araw din sa iyo "Jeddah" [filler/] gusto ko po sanang bawasan ang aking buwanang bayarin sa [eng_start/] auto insurance ma'am [eng_end/] [n_s/]	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
303960	2	0:03:35.701	00:00:11.358	[n_s/] [filler/] [eng_start/] Ma'am [eng_end/] kailangan ko po ng panahon para mapag-isipan po ito [n_s/]	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
379063	1	0:00:37.687	00:00:13.519	Maraming salamat po [filler/] na [eng_start/] access [eng_end/] ko na po ang inyong [eng_start/] account [eng_end/] at pwede po ba ninyong ikum- [filler/] kumpirmahin ang [eng_start/] address [eng_end/] ng inyong tirahan	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
352560	1	0:03:09.623	00:00:9.685	[n_s/] [filler/] Sige po [eng_start/] ma'am [eng_end/] maitanong ko lang po [filler/] kung sasali po kayo sa maikling [eng_start/] survey [eng_end/] bago po [filler/] tapusin itong tawag	a74d7c64-f798-4bf0-890e-bca158c9a830
