TranscriptionId	Channels	Channel	StartTime	EndTime	SegmentDuration	Transcription	RecordingId	Domain	Duration	SampleRate	BitDepth	RelativeFileName	LeftChannelSpeakerId	LeftChannelNative	LeftChannelRole	LeftChannelSpeakerAge	LeftChannelSpeakerGender	LeftChannelSpeakerLivingCountry	LeftChannelSpeakerAccent	RightChannelSpeakerId	RightChannelNative	RightChannelRole	RightChannelSpeakerAge	RightChannelSpeakerGender	RightChannelSpeakerLivingCountry	RightChannelSpeakerAccent
301899	2	2	0:01:27.513	0:01:37.950	00:00:10.437	[filler/] [n_s/] Mga edad [filler/] nila po ay na- [n_s/] [filler/] simula sa [filler/] sa [filler/] tatlong buwan at tatlumpong limang [filler/] anyos at magkano po kaya ang madaragdag na halaga [n_s/]	0853715e-c92a-4ece-b73a-6c46249048b9	insurance	00:04:33.29998779296875	8000	16	Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav	2A49118A-FAB0-44B4-B8D0-AC187E74D471	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	D9E94E3E-1FF9-466D-B12C-0C1BC08F9463	True	customer	21	Male	Philippines	Guimaras
301900	2	1	0:01:41.113	0:01:51.259	00:00:10.146	[filler/] [n_s/] Gusto ko lang po ipaliwanag sa inyo [n_s/] [uni/] ang ilan sa mga [eng_start/] driver [eng_end/] magkakaroon po ng karagdagang [filler/] bayad para doon	0853715e-c92a-4ece-b73a-6c46249048b9	insurance	00:04:33.29998779296875	8000	16	Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav	2A49118A-FAB0-44B4-B8D0-AC187E74D471	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	D9E94E3E-1FF9-466D-B12C-0C1BC08F9463	True	customer	21	Male	Philippines	Guimaras
301901	2	2	0:01:54.377	0:01:59.677	00:00:5.300	[filler/] Pwede bang isa-isahin ang mga bayarin ma- [filler/] [filler/] sa [eng_start/] bill [eng_end/]	0853715e-c92a-4ece-b73a-6c46249048b9	insurance	00:04:33.29998779296875	8000	16	Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav	2A49118A-FAB0-44B4-B8D0-AC187E74D471	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	D9E94E3E-1FF9-466D-B12C-0C1BC08F9463	True	customer	21	Male	Philippines	Guimaras
301902	2	1	0:02:01.294	0:02:05.774	00:00:4.480	[n_s/] [filler/] Sige ho wala pong problema maaari ko po bang mahingi ang inyong [eng_start/] email address [eng_end/]	0853715e-c92a-4ece-b73a-6c46249048b9	insurance	00:04:33.29998779296875	8000	16	Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav	2A49118A-FAB0-44B4-B8D0-AC187E74D471	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	D9E94E3E-1FF9-466D-B12C-0C1BC08F9463	True	customer	21	Male	Philippines	Guimaras
301903	2	2	0:02:07.906	0:02:13.741	00:00:5.835	[filler/] [n_s/] "Amer Lizara" at "Gmail" dot com po	0853715e-c92a-4ece-b73a-6c46249048b9	insurance	00:04:33.29998779296875	8000	16	Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav	2A49118A-FAB0-44B4-B8D0-AC187E74D471	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	D9E94E3E-1FF9-466D-B12C-0C1BC08F9463	True	customer	21	Male	Philippines	Guimaras
301904	2	1	0:02:16.211	0:02:23.865	00:00:7.654	Maraming [n_s/] salamat ho [filler/] Magpapadala po ako ng [eng_start/] quotation [eng_end/] para para po sa mga karagdagang [eng_start/] driver [eng_end/] na hinihiling ninyo [n_s/]	0853715e-c92a-4ece-b73a-6c46249048b9	insurance	00:04:33.29998779296875	8000	16	Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav	2A49118A-FAB0-44B4-B8D0-AC187E74D471	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	D9E94E3E-1FF9-466D-B12C-0C1BC08F9463	True	customer	21	Male	Philippines	Guimaras
301905	2	2	0:02:28.134	0:02:35.290	00:00:7.156	Oo nakat- opo [filler/] nakatanggap din po kasi ako ng sulat na nag-aalok ng [filler/] pay- [eng_start/] paperless billing [eng_end/]	0853715e-c92a-4ece-b73a-6c46249048b9	insurance	00:04:33.29998779296875	8000	16	Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav	2A49118A-FAB0-44B4-B8D0-AC187E74D471	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	D9E94E3E-1FF9-466D-B12C-0C1BC08F9463	True	customer	21	Male	Philippines	Guimaras
301906	2	1	0:02:36.981	0:02:41.017	00:00:4.036	[filler/] Ganun ho ba sige ho makakatulong rin po ako kaugnay nito	0853715e-c92a-4ece-b73a-6c46249048b9	insurance	00:04:33.29998779296875	8000	16	Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav	2A49118A-FAB0-44B4-B8D0-AC187E74D471	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	D9E94E3E-1FF9-466D-B12C-0C1BC08F9463	True	customer	21	Male	Philippines	Guimaras
301907	2	2	0:02:40.229	0:02:52.619	00:00:12.390	[n_s/] [filler/] Gusto ko ho sana na [n_s/] mat- matanggap ang lahat ng bill [filler/] sa paraang [filler/] elektroniko	0853715e-c92a-4ece-b73a-6c46249048b9	insurance	00:04:33.29998779296875	8000	16	Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav	2A49118A-FAB0-44B4-B8D0-AC187E74D471	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	D9E94E3E-1FF9-466D-B12C-0C1BC08F9463	True	customer	21	Male	Philippines	Guimaras
301908	2	1	0:02:54.174	0:03:06.060	00:00:11.886	[filler/] Oho madalas po itong pinipili na mara- karamihan po ng [eng_start/] customer [eng_end/] namin dahil mas madali nga po ang makatanggap sa kanila ng [eng_start/] bill [eng_end/] gamit po sa paraang elektroniko [n_s/]	0853715e-c92a-4ece-b73a-6c46249048b9	insurance	00:04:33.29998779296875	8000	16	Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav	2A49118A-FAB0-44B4-B8D0-AC187E74D471	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	D9E94E3E-1FF9-466D-B12C-0C1BC08F9463	True	customer	21	Male	Philippines	Guimaras
301909	2	2	0:03:08.280	0:03:18.612	00:00:10.332	[n_s/] [filler/] Meron po bang diskwento para sa [eng_start/] paperless billing [eng_end/]	0853715e-c92a-4ece-b73a-6c46249048b9	insurance	00:04:33.29998779296875	8000	16	Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav	2A49118A-FAB0-44B4-B8D0-AC187E74D471	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	D9E94E3E-1FF9-466D-B12C-0C1BC08F9463	True	customer	21	Male	Philippines	Guimaras
301910	2	1	0:03:14.232	0:03:19.200	00:00:4.968	[n_s/] [filler/] Meron naman pong maliit na diskwento para po sa [eng_start/] paperless billing [eng_end/]	0853715e-c92a-4ece-b73a-6c46249048b9	insurance	00:04:33.29998779296875	8000	16	Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav	2A49118A-FAB0-44B4-B8D0-AC187E74D471	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	D9E94E3E-1FF9-466D-B12C-0C1BC08F9463	True	customer	21	Male	Philippines	Guimaras
301911	2	2	0:03:24.656	0:03:29.923	00:00:5.267	[filler/] [filler/] [n_s/] Sige po [filler/] naintindihan ko po at gusto ko po sanang mag-enroll dito	0853715e-c92a-4ece-b73a-6c46249048b9	insurance	00:04:33.29998779296875	8000	16	Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav	2A49118A-FAB0-44B4-B8D0-AC187E74D471	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	D9E94E3E-1FF9-466D-B12C-0C1BC08F9463	True	customer	21	Male	Philippines	Guimaras
301912	2	1	0:03:31.766	0:03:48.255	00:00:16.489	[filler/] Sige ho maraming salamat ho at ipoproseso ko po ito para sa inyo gusto ko lang din po ipaalam sa inyo na ang susunod po na [eng_start/] bill [eng_end/] para sa sa susunod na buwan ay ipadadala po sa paraang elektroniko	0853715e-c92a-4ece-b73a-6c46249048b9	insurance	00:04:33.29998779296875	8000	16	Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav	2A49118A-FAB0-44B4-B8D0-AC187E74D471	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	D9E94E3E-1FF9-466D-B12C-0C1BC08F9463	True	customer	21	Male	Philippines	Guimaras
301913	2	2	0:03:51.206	0:03:54.686	00:00:3.480	Matanong ko lang kung tama po kaya yung [eng_start/] email [eng_end/] na naka-record	0853715e-c92a-4ece-b73a-6c46249048b9	insurance	00:04:33.29998779296875	8000	16	Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav	2A49118A-FAB0-44B4-B8D0-AC187E74D471	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	D9E94E3E-1FF9-466D-B12C-0C1BC08F9463	True	customer	21	Male	Philippines	Guimaras
301914	2	1	0:03:56.546	0:04:04.169	00:00:7.623	[filler/] Teka lang ho titignan ko ho [filler/] [n_s/] ang inyong [eng_start/] address [eng_end/] niyo po ba ay [eng_start/] boy one two three at "Gmail" dot com [eng_end/] [n_s/]	0853715e-c92a-4ece-b73a-6c46249048b9	insurance	00:04:33.29998779296875	8000	16	Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav	2A49118A-FAB0-44B4-B8D0-AC187E74D471	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	D9E94E3E-1FF9-466D-B12C-0C1BC08F9463	True	customer	21	Male	Philippines	Guimaras
301915	2	1	0:04:08.478	0:04:21.336	00:00:12.858	[filler/] Maraming salamat ho ngayon ho ang ginawa ko ay [filler/] kapada- kakapadala ko lang po ng [eng_start/] email [eng_end/] [filler/] meron pa po ba kayong ibang karagdagang katanungan bukod pa po dito	0853715e-c92a-4ece-b73a-6c46249048b9	insurance	00:04:33.29998779296875	8000	16	Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav	2A49118A-FAB0-44B4-B8D0-AC187E74D471	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	D9E94E3E-1FF9-466D-B12C-0C1BC08F9463	True	customer	21	Male	Philippines	Guimaras
301916	2	2	0:04:22.942	0:04:27.641	00:00:4.699	[filler/] wala na po at maraming maraming salamat po sa tulong nyo at paalam po	0853715e-c92a-4ece-b73a-6c46249048b9	insurance	00:04:33.29998779296875	8000	16	Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav	2A49118A-FAB0-44B4-B8D0-AC187E74D471	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	D9E94E3E-1FF9-466D-B12C-0C1BC08F9463	True	customer	21	Male	Philippines	Guimaras
360103	2	1	0:00:00.000	0:00:07.575	00:00:7.575	Magandang araw maraming salamat sa pagtawag sa [eng_start/] "Insurance [eng_end/] ng Bayan" ako po ay si "Grace" ano po ang maitutulong ko	11978114-5357-4f58-b3fe-31ef1d8f64bc	insurance	00:03:28.740005493164062	8000	16	Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav	B96ADAE4-D9C9-434D-A184-38F1C502775D	True	agent	30	Female	Philippines	Pangasinan	DB2C7182-A0C0-4BBB-A070-143029D751FA	True	customer	33	Male	Philippines	National Capital Region (Metro Manila)
360104	2	2	0:00:07.453	0:00:14.380	00:00:6.927	[filler/] Magandang [n_s/] araw po gusto ko po sanang taasan ang [eng_start/] coverage [eng_end/] ng aking [eng_start/] home insurance [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc	insurance	00:03:28.740005493164062	8000	16	Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav	B96ADAE4-D9C9-434D-A184-38F1C502775D	True	agent	30	Female	Philippines	Pangasinan	DB2C7182-A0C0-4BBB-A070-143029D751FA	True	customer	33	Male	Philippines	National Capital Region (Metro Manila)
360105	2	1	0:00:14.334	0:00:26.082	00:00:11.748	[filler/] Posible po ito [eng_start/] sir [eng_end/] maaari ko po bang hingin ang inyong buong pangalan maraming salamat ginohong ginoong "Rohel" at ano po ang petsa ng inyong kapanganakan	11978114-5357-4f58-b3fe-31ef1d8f64bc	insurance	00:03:28.740005493164062	8000	16	Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav	B96ADAE4-D9C9-434D-A184-38F1C502775D	True	agent	30	Female	Philippines	Pangasinan	DB2C7182-A0C0-4BBB-A070-143029D751FA	True	customer	33	Male	Philippines	National Capital Region (Metro Manila)
360106	2	2	0:00:26.080	0:00:29.200	00:00:3.120	"Disyembre" [eng_start/] twenty five nineteen eighty nine [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc	insurance	00:03:28.740005493164062	8000	16	Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav	B96ADAE4-D9C9-434D-A184-38F1C502775D	True	agent	30	Female	Philippines	Pangasinan	DB2C7182-A0C0-4BBB-A070-143029D751FA	True	customer	33	Male	Philippines	National Capital Region (Metro Manila)
360107	2	1	0:00:29.109	0:00:33.027	00:00:3.918	Maraming salamat po ano po ang [eng_start/] account number [eng_end/] niyo [eng_start/] sir [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc	insurance	00:03:28.740005493164062	8000	16	Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav	B96ADAE4-D9C9-434D-A184-38F1C502775D	True	agent	30	Female	Philippines	Pangasinan	DB2C7182-A0C0-4BBB-A070-143029D751FA	True	customer	33	Male	Philippines	National Capital Region (Metro Manila)
360108	2	2	0:00:32.846	0:00:37.764	00:00:4.918	[filler/] [eng_start/] Ma'am [eng_end/] tanong ko lang po kung saan makikita ang aking [eng_start/] policy number [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc	insurance	00:03:28.740005493164062	8000	16	Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav	B96ADAE4-D9C9-434D-A184-38F1C502775D	True	agent	30	Female	Philippines	Pangasinan	DB2C7182-A0C0-4BBB-A070-143029D751FA	True	customer	33	Male	Philippines	National Capital Region (Metro Manila)
360109	2	1	0:00:37.846	0:00:42.072	00:00:4.226	[n_s/] [filler/] Pwede niyo pong tingnan ang orihinal na kontrata [eng_start/] sir [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc	insurance	00:03:28.740005493164062	8000	16	Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav	B96ADAE4-D9C9-434D-A184-38F1C502775D	True	agent	30	Female	Philippines	Pangasinan	DB2C7182-A0C0-4BBB-A070-143029D751FA	True	customer	33	Male	Philippines	National Capital Region (Metro Manila)
360110	2	2	0:00:41.963	0:00:48.485	00:00:6.522	[n_s/] [filler/] Sige po [eng_start/] ma'am [eng_end/] eto po yung [eng_start/] policy number [eng_end/] ko [eng_start/] ma'am three two five six seven nine three one [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc	insurance	00:03:28.740005493164062	8000	16	Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav	B96ADAE4-D9C9-434D-A184-38F1C502775D	True	agent	30	Female	Philippines	Pangasinan	DB2C7182-A0C0-4BBB-A070-143029D751FA	True	customer	33	Male	Philippines	National Capital Region (Metro Manila)
360111	2	1	0:00:48.377	0:00:56.288	00:00:7.911	Maraming salamat po at maitanong ko lang po [eng_start/] sir [eng_end/] [filler/] kung ano ang dagdag na [eng_start/] insurance [eng_end/] na hinahanap niyo	11978114-5357-4f58-b3fe-31ef1d8f64bc	insurance	00:03:28.740005493164062	8000	16	Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav	B96ADAE4-D9C9-434D-A184-38F1C502775D	True	agent	30	Female	Philippines	Pangasinan	DB2C7182-A0C0-4BBB-A070-143029D751FA	True	customer	33	Male	Philippines	National Capital Region (Metro Manila)
360112	2	2	0:00:56.098	0:01:05.514	00:00:9.416	[filler/] [eng_start/] Ma'am [eng_end/] yung hinahanap ko kasing [eng_start/] insurance [eng_end/] ay kailangan para sa bagong ari-arian paupahan ko sanang humingi ng [eng_start/] quote [eng_end/] [n_s/]	11978114-5357-4f58-b3fe-31ef1d8f64bc	insurance	00:03:28.740005493164062	8000	16	Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav	B96ADAE4-D9C9-434D-A184-38F1C502775D	True	agent	30	Female	Philippines	Pangasinan	DB2C7182-A0C0-4BBB-A070-143029D751FA	True	customer	33	Male	Philippines	National Capital Region (Metro Manila)
360113	2	1	0:01:05.336	0:01:11.220	00:00:5.884	[filler/] [eng_start/] Sir [eng_end/] ano po ba ang gusto niyo [filler/] ano po bang gusto niyong mai-cover ng insu-	11978114-5357-4f58-b3fe-31ef1d8f64bc	insurance	00:03:28.740005493164062	8000	16	Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav	B96ADAE4-D9C9-434D-A184-38F1C502775D	True	agent	30	Female	Philippines	Pangasinan	DB2C7182-A0C0-4BBB-A070-143029D751FA	True	customer	33	Male	Philippines	National Capital Region (Metro Manila)
360114	2	2	0:01:11.192	0:01:18.291	00:00:7.099	[filler/] Gusto ko po sana [eng_start/] ma'am [eng_end/] ng [eng_start/] glove dwelling liability [eng_end/] at [eng_start/] loss of rent coverage [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc	insurance	00:03:28.740005493164062	8000	16	Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav	B96ADAE4-D9C9-434D-A184-38F1C502775D	True	agent	30	Female	Philippines	Pangasinan	DB2C7182-A0C0-4BBB-A070-143029D751FA	True	customer	33	Male	Philippines	National Capital Region (Metro Manila)
360115	2	1	0:01:18.119	0:01:30.146	00:00:12.027	[n_s/] [filler/] Binabati ko po kayo [eng_start/] sir [eng_end/] sa bago niyong ari-arian at makakatulong po ako dito [filler/] mayroon pong mga partikular na -wasyon ng hindi po sasakupin ng [eng_start/] insurance [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc	insurance	00:03:28.740005493164062	8000	16	Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav	B96ADAE4-D9C9-434D-A184-38F1C502775D	True	agent	30	Female	Philippines	Pangasinan	DB2C7182-A0C0-4BBB-A070-143029D751FA	True	customer	33	Male	Philippines	National Capital Region (Metro Manila)
360116	2	2	0:01:30.090	0:01:34.504	00:00:4.414	[filler/] [eng_start/] Ma'am [eng_end/] pwede ba akong humingi ng halimbawa sa naturang sitwasyon	11978114-5357-4f58-b3fe-31ef1d8f64bc	insurance	00:03:28.740005493164062	8000	16	Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav	B96ADAE4-D9C9-434D-A184-38F1C502775D	True	agent	30	Female	Philippines	Pangasinan	DB2C7182-A0C0-4BBB-A070-143029D751FA	True	customer	33	Male	Philippines	National Capital Region (Metro Manila)
360117	2	1	0:01:34.275	0:01:49.272	00:00:14.997	[filler/] Opo [eng_start/] sir [eng_end/] [filler/] ilan lang po sa mga halimbawa na hindi po magiging balido ang [eng_start/] insurance [eng_end/] [filler/] pag nagmaneho po kayo ng lasing at nabangga po kayo o sinadya niyo pong ibangga ang kotse niyo	11978114-5357-4f58-b3fe-31ef1d8f64bc	insurance	00:03:28.740005493164062	8000	16	Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav	B96ADAE4-D9C9-434D-A184-38F1C502775D	True	agent	30	Female	Philippines	Pangasinan	DB2C7182-A0C0-4BBB-A070-143029D751FA	True	customer	33	Male	Philippines	National Capital Region (Metro Manila)
360118	2	2	0:01:49.060	0:01:54.945	00:00:5.885	[filler/] Sige [eng_start/] ma'am [eng_end/] inaasahan ko na po yan Tanong ko lang din po kung meron po bang [eng_start/] excess policy [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc	insurance	00:03:28.740005493164062	8000	16	Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav	B96ADAE4-D9C9-434D-A184-38F1C502775D	True	agent	30	Female	Philippines	Pangasinan	DB2C7182-A0C0-4BBB-A070-143029D751FA	True	customer	33	Male	Philippines	National Capital Region (Metro Manila)
360119	2	1	0:01:54.768	0:02:04.053	00:00:9.285	Opo [eng_start/] sir [eng_end/] meron po at ipapaalam ko lang po sa inyo ang [eng_start/] excess [eng_end/] at nag-aalok din po kami ng mga [eng_start/] preview premium add-on [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc	insurance	00:03:28.740005493164062	8000	16	Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav	B96ADAE4-D9C9-434D-A184-38F1C502775D	True	agent	30	Female	Philippines	Pangasinan	DB2C7182-A0C0-4BBB-A070-143029D751FA	True	customer	33	Male	Philippines	National Capital Region (Metro Manila)
360120	2	2	0:02:04.008	0:02:12.452	00:00:8.444	[filler/] [eng_start/] Ma'am [eng_end/] tanong ko lang din po kung maari bang [n_s/] ipaba- ipadala ang impormasyon na ito sa pamamagitan po ng [eng_start/] email [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc	insurance	00:03:28.740005493164062	8000	16	Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav	B96ADAE4-D9C9-434D-A184-38F1C502775D	True	agent	30	Female	Philippines	Pangasinan	DB2C7182-A0C0-4BBB-A070-143029D751FA	True	customer	33	Male	Philippines	National Capital Region (Metro Manila)
