TranscriptionId	Channel	StartTime	SegmentDuration	Transcription	RecordingId
359514	1	0:04:22.745	00:00:5.095	Maraming salamat po [eng_start/] ma'am [eng_end/] at maligaya po kami na paglingkuran kayo lalo na sa mga transak	f96a4634-9b20-43fd-996c-508d552323f3
329022	1	0:02:25.228	00:00:4.572	[n_s/] [filler/] Walang anuman po ma- masaya din po akong makatulong sa inyo [eng_start/] sir [eng_end/]	1ae485bd-9fc8-4f5b-b88d-3ed5123c4abf
358417	2	0:00:32.187	00:00:18.032	[eng_start/] Okay [eng_end/] Ang [eng_start/] sort code [eng_end/] ng [eng_start/] account [eng_end/] ko ay [filler/] [eng_start/] five four one three two seven [eng_end/] at ang [eng_start/] account number [eng_end/] ko ay [eng_start/] one zero three seven zero seven eight one five [eng_end/]	cbe73873-7e42-4f7d-b7ae-848f26631c59
357270	2	0:01:46.529	00:00:12.219	[filler/] [eng_start/] Ma'am [eng_end/] yung nar- naorder ko po kasi ay maling bersyon o sukat ng produkto Gusto ko sanang ipagpalit ito para sa tamang produktong gusto ko kung posible lang po	71786569-03e4-4394-a774-7bf559f86ce7
359491	2	0:00:44.040	00:00:5.174	[filler/] Bumili po kasi ako ng [eng_start/] headset online [eng_end/] kaso po hindi gumagana kaya gusto ko munang ibalik	f96a4634-9b20-43fd-996c-508d552323f3
329015	2	0:01:40.812	00:00:2.009	[eng_start/] Okay [eng_end/] lang po ito at gagawin ko po ito	1ae485bd-9fc8-4f5b-b88d-3ed5123c4abf
358424	1	0:01:57.918	00:00:12.924	[filler/] Naku [filler/] humihingi po ako ng paumanhin sa inyo at [filler/] kasi [filler/] gusto ko lang ipaalam din po sa inyo na ang [eng_start/] account [eng_end/] niyo po sa bangko ay [filler/] dapat po munang maiuugnay doon po sa [eng_start/] account [eng_end/] niyo sa [eng_start/] credit card [eng_end/]	cbe73873-7e42-4f7d-b7ae-848f26631c59
358426	1	0:02:20.267	00:00:10.638	[filler/] Maraming salamat din po sa pagtawag at [filler/] hilingin ko po din sana na [filler/] sumali po kayo sa isang [eng_start/] survey [eng_end/] tungkol sa kasiyahan po ng mga [eng_start/] customer [eng_end/] pagkatapos po ng tawag na ito	cbe73873-7e42-4f7d-b7ae-848f26631c59
366096	1	0:03:17.826	00:00:6.575	wala pong anuman ikinalulugod ko po na tumulong [n_s/]	405ec955-fbcd-4a0a-b09b-5784487c06fc
371267	1	0:03:39.867	00:00:11.351	[filler/] [eng_start/] Sir [eng_end/] wag niyo po munang ibababa ang telepono hanggang matapos po ang tawag at maraming salamat po ulit sa pagtawag [n_s/] [eng_start/] sir [eng_end/] at magandang umaga po ulit [n_s/]	0c5f4b3c-ac4a-43b2-8469-1986e80ad3f1
366083	1	0:01:17.091	00:00:6.262	[n_s/] Ganun ba [filler/] pwede ho bang malaman kung kailan [eng_start/] order [eng_end/] [n_s/]	405ec955-fbcd-4a0a-b09b-5784487c06fc
371255	1	0:01:52.526	00:00:10.255	[filler/] [eng_start/] Sir [eng_end/] [filler/] aalukin ko na rin po kayo na mag-sign up [filler/] para po sa walang papel na pagsingil para po hindi na po kayo mahirapan sa susunod	0c5f4b3c-ac4a-43b2-8469-1986e80ad3f1
366088	2	0:02:08.520	00:00:13.866	[filler/] sige tamang tama hawak ko yung papel [filler/] yung numero ng [eng_start/] order [eng_end/] at [eng_start/] order [eng_end/] na para dito [filler/] [eng_start/] eight three four eight six four six nine [eng_end/] [n_s/]	405ec955-fbcd-4a0a-b09b-5784487c06fc
366073	1	0:00:00.000	00:00:6.409	Salamat sa pagtawag sa [eng_start/] "A. B. C. Bank" [eng_end/] anong maitutulong ko sa inyo ngayon	405ec955-fbcd-4a0a-b09b-5784487c06fc
366093	2	0:02:51.672	00:00:11.249	[n_s/] [filler/] yung mga produkto kasi na bilinili ko tatlong sapatos yon [filler/] [n_s/]	405ec955-fbcd-4a0a-b09b-5784487c06fc
371241	1	0:00:00.000	00:00:5.656	magandang umaga maraming salamat sa pagtawag sa "A. B. C. Retail" ano po ang aking maipaglilingkod	0c5f4b3c-ac4a-43b2-8469-1986e80ad3f1
319626	1	0:03:30.868	00:00:14.333	[filler/] Salamat din po [filler/] Kung maaari po [eng_start/] ma'am [eng_end/] [filler/] Sumali po kayo sa isang [eng_start/] survey [eng_end/] Tungkol po yun sa kasiyahan ng [eng_start/] customer [eng_end/] pagkatapos ng tawag kung [eng_start/] okay [eng_end/] lang naman po [eng_start/] ma'am [eng_end/]	3d2f9e20-3dc6-443d-9c5f-85f911388568
371268	2	0:03:50.221	00:00:2.378	Marami ding salamat [eng_start/] ma'am [eng_end/] [n_s/] Paalam	0c5f4b3c-ac4a-43b2-8469-1986e80ad3f1
319624	1	0:03:19.984	00:00:3.757	Mabuti naman po [eng_start/] ma'am [eng_end/] [filler/] Meron po po ba kayong kailangan	3d2f9e20-3dc6-443d-9c5f-85f911388568
366075	1	0:00:14.136	00:00:4.815	[filler/] [eng_start/] okay [eng_end/] naman po [filler/] ano hong maitutulong ko sa inyo	405ec955-fbcd-4a0a-b09b-5784487c06fc
366078	2	0:00:38.256	00:00:11.276	[n_s/] [filler/] yung [eng_start/] address [eng_end/] nila [uni/] "Makiling Street Makati City" [n_s/]	405ec955-fbcd-4a0a-b09b-5784487c06fc
371266	2	0:03:35.711	00:00:4.595	[n_s/] [filler/] sige po [eng_start/] okay [eng_end/] po sakin yun	0c5f4b3c-ac4a-43b2-8469-1986e80ad3f1
371242	2	0:00:07.008	00:00:14.697	[n_s/] [filler/] Magandang umaga po [n_s/] [filler/] Hingi lang po sana ko ng [eng_start/] update [eng_end/] sa [eng_start/] account [eng_end/] ko po	0c5f4b3c-ac4a-43b2-8469-1986e80ad3f1
319603	1	0:00:16.893	00:00:6.256	[filler/] Mabuti naman Paano ko po kayo matutulungan ngayon [n_s/]	3d2f9e20-3dc6-443d-9c5f-85f911388568
319621	1	0:02:37.643	00:00:10.343	[filler/] Iche-check ko po yan Ayan [filler/] Kung gusto niyo po i-email ko po sa inyo ang [n_s/] [eng_start/] bill [eng_end/] na nawawala po	3d2f9e20-3dc6-443d-9c5f-85f911388568
359493	2	0:01:05.568	00:00:9.038	[filler/] pwede ko po bang matanong kung saan ko po ba pwedeng [filler/] maibalik yung maaari niyo po ba akong mabigyan ng lokasyon	f96a4634-9b20-43fd-996c-508d552323f3
319604	2	0:00:22.470	00:00:4.165	[filler/] Gusto ko po sanang humingi ng tulong para sa pag [eng_start/] update [eng_end/] ng aking [eng_start/] account [eng_end/]	3d2f9e20-3dc6-443d-9c5f-85f911388568
371246	1	0:00:41.750	00:00:9.307	Maraming salamat po [n_s/] [filler/] Ano po ang [n_s/] maitutulong ko sa inyo [eng_start/] mister [eng_end/] "Cortez"	0c5f4b3c-ac4a-43b2-8469-1986e80ad3f1
359506	1	0:03:08.648	00:00:9.426	[filler/] [eng_start/] Okay [eng_end/] po [eng_start/] ma'am [eng_end/] bale po hilingin ko na lang [eng_start/] ma'am [eng_end/] na i-check niyo po ang inyong [eng_start/] email [eng_end/] para makumpirma po na natanggap niyo na po ang [eng_start/] label [eng_end/] nang naipadala	f96a4634-9b20-43fd-996c-508d552323f3
366081	1	0:01:05.327	00:00:3.493	[filler/] [eng_start/] Hello ma'am okay [eng_end/] na po nakausap ko na po ang tindahan	405ec955-fbcd-4a0a-b09b-5784487c06fc
358428	1	0:02:54.754	00:00:3.586	Paalam po	cbe73873-7e42-4f7d-b7ae-848f26631c59
366099	2	0:03:37.690	00:00:12.064	[n_s/] [filler/] maaga-aga palang magbubukas ang tindahan sige salamat sa tulong mo [filler/] [n_s/]	405ec955-fbcd-4a0a-b09b-5784487c06fc
358420	1	0:01:15.213	00:00:6.054	[filler/] Opo ang [filler/] sistema po namin ay sisingil po ng [eng_start/] penny [eng_end/] sa [eng_start/] account [eng_end/] po ninyo para po sa pagpapatotoo	cbe73873-7e42-4f7d-b7ae-848f26631c59
358416	1	0:00:23.530	00:00:6.307	[filler/] Sige po salamat naman [filler/] hingin ko po yung [eng_start/] sort code [eng_end/] at [filler/] numero po ng [eng_start/] account [eng_end/] ninyo	cbe73873-7e42-4f7d-b7ae-848f26631c59
319612	2	0:01:16.572	00:00:6.922	[filler/] "Santa Maria Bulacan" [n_s/]	3d2f9e20-3dc6-443d-9c5f-85f911388568
319622	1	0:02:53.869	00:00:7.288	[n_s/] [filler/] Tama po ba ang inyong [eng_start/] e-mail address [eng_end/] ay "Gen Regorgo" at "Gmail" dot com	3d2f9e20-3dc6-443d-9c5f-85f911388568
366103	2	0:04:05.586	00:00:7.774	paalam [n_s/]	405ec955-fbcd-4a0a-b09b-5784487c06fc
366097	2	0:03:22.679	00:00:6.992	[n_s/] [filler/] gusto ko lang palang malaman kung kailan ko pwedeng ma-pickup yan [n_s/]	405ec955-fbcd-4a0a-b09b-5784487c06fc
371250	1	0:01:13.407	00:00:10.566	[filler/] [eng_start/] okay [eng_end/] po [n_s/] [filler/] nakita [uni/] at [uni/] at ano po ang inyong bagong [eng_start/] address sir [eng_end/]	0c5f4b3c-ac4a-43b2-8469-1986e80ad3f1
366087	1	0:02:00.374	00:00:5.632	sige sige po wala pong anuman [filler/] walang pong problema [filler/] pwede ho bang makuha ang [filler/] numero ng [eng_start/] order [eng_end/]	405ec955-fbcd-4a0a-b09b-5784487c06fc
357264	2	0:01:07.016	00:00:6.614	[filler/] [eng_start/] So ma'am [eng_end/] pano pano po yun tanong lang tanungin ko lang din po kayo ano po kaya yung mangyayari	71786569-03e4-4394-a774-7bf559f86ce7
366090	1	0:02:22.157	00:00:4.420	[eng_start/] okay [eng_end/] marami pong salamat [eng_start/] and [eng_end/] [filler/] pwede po ba makuha ang apelyido niyo [eng_start/] ma'am [eng_end/]	405ec955-fbcd-4a0a-b09b-5784487c06fc
357256	1	0:00:14.944	00:00:6.248	[filler/] [eng_start/] Sir [eng_end/] magagawa po ito sa telepono [filler/] maaari ko po bang hingin ang numero ng [eng_start/] order [eng_end/] niyo	71786569-03e4-4394-a774-7bf559f86ce7
366082	2	0:01:11.177	00:00:6.504	[n_s/] gusto ko ngang tignan kung anong lagay nung inorder kong [eng_start/] item [eng_end/] [n_s/]	405ec955-fbcd-4a0a-b09b-5784487c06fc
371259	1	0:02:26.334	00:00:2.918	[n_s/] Ano po [eng_start/] sir [eng_end/] [n_s/]	0c5f4b3c-ac4a-43b2-8469-1986e80ad3f1
357263	1	0:01:01.635	00:00:5.378	[filler/] Humihingi po ako ng paumanhin [eng_start/] sir [eng_end/] sa anumang baal- abala	71786569-03e4-4394-a774-7bf559f86ce7
371262	2	0:03:08.856	00:00:2.254	[n_s/] [eng_start/] Okay [eng_end/] na po natanggap ko na po [eng_start/] ma'am [eng_end/] [uni/]	0c5f4b3c-ac4a-43b2-8469-1986e80ad3f1
371263	2	0:03:15.278	00:00:7.060	[n_s/] [filler/] Wala na po [eng_start/] ma'am [eng_end/] Maraming salamat po [n_s/]	0c5f4b3c-ac4a-43b2-8469-1986e80ad3f1
319619	1	0:02:20.792	00:00:7.563	ayan po [filler/] nais ko pong ikupi- ikumpirma na lahat ng [eng_start/] bill [eng_end/] mula ngayon ay isesend na po sa inyo [eng_start/] via email [eng_end/]	3d2f9e20-3dc6-443d-9c5f-85f911388568
319616	1	0:01:44.064	00:00:4.767	Ayan po [filler/] Nais ko pong ikumpirma na ang [eng_start/] account [eng_end/] niyo ay nai-update ko na po	3d2f9e20-3dc6-443d-9c5f-85f911388568
366091	2	0:02:29.358	00:00:3.558	[filler/] "Marcelo Mar Celo" [n_s/]	405ec955-fbcd-4a0a-b09b-5784487c06fc
329028	1	0:03:24.550	00:00:11.248	Maraming salamat po [eng_start/] sir [eng_end/] sa impormasyon [filler/] [eng_start/] sir [eng_end/] saglit lang [filler/] at may may ipapadala akong [eng_start/] link [eng_end/] [filler/] Ito na [eng_start/] sir [eng_end/] [filler/] nag-send na po yung [eng_start/] link [eng_end/] na naipadala ko maaari niyo nalang po i-check	1ae485bd-9fc8-4f5b-b88d-3ed5123c4abf
359512	1	0:04:08.380	00:00:11.096	[n_s/] [eng_start/] Okay [eng_end/] po [eng_start/] ma'am [eng_end/] [filler/] bale wag niyo na lang munang ibababa ang telepono magandang araw po sa inyo [n_s/]	f96a4634-9b20-43fd-996c-508d552323f3
319627	1	0:03:45.201	00:00:20.966	[n_s/] [filler/] Para masagutan po ang [eng_start/] survey [eng_end/] na iyon [filler/] inaadvise ko po kayong wag muna pong ibababa ang telepono hanggang sa matapos ang tawag [filler/] Muli po maraming salamat po sa pagtawag at ba-bye po	3d2f9e20-3dc6-443d-9c5f-85f911388568
371248	1	0:00:59.529	00:00:7.508	[n_s/] Wala pong anuman [filler/] pupwede po bang mahingi ang lumang [eng_start/] address [eng_end/] na na andito po sa aming	0c5f4b3c-ac4a-43b2-8469-1986e80ad3f1
319615	1	0:01:37.057	00:00:2.249	Tama po ba "Naujan Mindoro"	3d2f9e20-3dc6-443d-9c5f-85f911388568
357255	2	0:00:07.762	00:00:7.358	Magandang araw ho [filler/] [eng_start/] ma'am [eng_end/] kailangan ko lang po sanang kanselahin ang aking [eng_start/] order [eng_end/] paano po ba ito gawin	71786569-03e4-4394-a774-7bf559f86ce7
371245	1	0:00:34.586	00:00:2.955	[eng_start/] mister [eng_end/] "Cortez" ano po ang inyong [eng_start/] email address [eng_end/]	0c5f4b3c-ac4a-43b2-8469-1986e80ad3f1
359492	1	0:00:50.544	00:00:12.065	[n_s/] [filler/] [n_s/] Bale po [eng_start/] ma'am [eng_end/] ang [eng_start/] item [eng_end/] po na yan ay [eng_start/] available [eng_end/] naman po [n_s/] sa mga pagsasauli [eng_start/] in store [eng_end/] kaso [eng_start/] ma'am [eng_end/] nalulungkot ko po [n_s/] hindi po yun pwede sa lahat [n_s/] po ng lokasyon	f96a4634-9b20-43fd-996c-508d552323f3
366085	1	0:01:33.810	00:00:17.612	[n_s/] [filler/] Saglit lang po [eng_start/] ma'am [eng_end/] ichecheck ko [n_s/] [eng_start/] so [eng_end/] bali [filler/] ang karaniwan kasing nangyayare sa pagpapadala [filler/] na dumarating sa tindahan sa bandang huling bahagi ng araw ng "Linggo" [n_s/]	405ec955-fbcd-4a0a-b09b-5784487c06fc
371258	2	0:02:17.845	00:00:15.171	[n_s/] [filler/] [filler/] [eng_start/] Okay [eng_end/] po [filler/] tanong ko lang po kasi may nawawalang [eng_start/] bill [eng_end/] yung sa nawawalang [eng_start/] bill [eng_end/] po [filler/] pano po kaya iyon	0c5f4b3c-ac4a-43b2-8469-1986e80ad3f1
371260	1	0:02:33.993	00:00:14.768	[n_s/] [eng_start/] okay sir [eng_end/] pepwede pong macheck niyo yung [eng_start/] email [eng_end/] niyo ngayon para po makasigurado po kayo na na makasigurado po tayo na natanggap niyo ito [n_s/]	0c5f4b3c-ac4a-43b2-8469-1986e80ad3f1
359490	1	0:00:34.768	00:00:7.273	[n_s/] [filler/] Anong produkto po ba [eng_start/] ma'am [eng_end/] ang gusto po ninyong isauli	f96a4634-9b20-43fd-996c-508d552323f3
